id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
17973910;009b4ee7-a354-444a-9f34-2bf773052592;❇️ Durable Medical Equipment (DME) order form;https://elation.my.salesforce.com/a3u6O0000011M1V;feature;Backlog;smokeLight
17973911;218461ff-e909-4fcb-ab4a-1149fa406bdd;❇️ Home health orders template;https://elation.my.salesforce.com/a3u6O0000011M23;feature;Backlog;smokeLight
17973912;6d7feece-c8f3-456d-8679-d98e7bc9ec75;❇️ Miscellaneous orders template;https://elation.my.salesforce.com/a3u6O0000011M2V;feature;Backlog;smokeLight
17973913;ec56a2e9-f798-426d-a4a9-8be73b3e30c7;❇️ Add instructions to imaging order form;https://elation.my.salesforce.com/a3u6O0000011Lzg;feature;Backlog;smokeLight
17973914;4aca72ae-2f51-4a52-9585-d9befa602aeb;❇️ Add radiology centers to orders;https://elation.my.salesforce.com/a3u6O0000011Lzi;feature;Backlog;smokeLight
17973915;5dc10087-6f9c-49e3-bc8f-f1f66e53f60e;❇️ Imaging order templates;https://elation.my.salesforce.com/a3u6O0000011M24;feature;Backlog;smokeLight
17973916;4f326fac-c47d-4943-ae73-e3daba19d311;❇️ Ability to attach growth charts to letters;https://elation.my.salesforce.com/a3u6O0000011LzU;feature;Backlog;smokeLight
17973917;9d4ef373-bd40-4d68-86b5-870ffc0093a8;❇️ More Growth Charts;https://elation.my.salesforce.com/a3u6O0000011M2Y;feature;Backlog;smokeLight
17973918;f413505c-e1a5-4fb1-9f7d-32351d364ba4;❇️ Print Growth Charts in color;https://elation.my.salesforce.com/a3u6O0000011M36;feature;Backlog;smokeLight
17973919;4dc5fff6-38d5-4b8c-9f97-5e6794267803;❇️ Show Growth Percentile next to each Growth Chart entry;https://elation.my.salesforce.com/a3u6O0000011M44;feature;Backlog;smokeLight
17973920;c0245e57-7fac-4fad-8069-e50f8681c16d;❇️ Adjustable health maintaince reminder frequency;https://elation.my.salesforce.com/a3u6O0000011Lzn;feature;Backlog;smokeLight
17973921;a07aece3-735c-487d-8426-c3142284d13c;❇️ Custom health maintaince resolution tags;https://elation.my.salesforce.com/a3u6O0000011M0m;feature;Backlog;smokeLight
17973922;de23b100-6b3a-4901-8c92-0dc56d07ea62;❇️ Custom health maintenance reminders;https://elation.my.salesforce.com/a3u6O0000011M0n;feature;Backlog;smokeLight
17973931;f3330f52-cf6a-483b-9c80-75d27436cf85;❇️ Inventory Management;https://elation.my.salesforce.com/a3u6O0000011M2D;feature;Backlog;smokeLight
17973932;9c110969-1842-4beb-b1e8-dfb3ee819d34;❇️ Align billing dates on multiple subscriptions;https://elation.my.salesforce.com/a3u6O0000011Lzp;feature;Backlog;smokeLight
17973933;634e4f9d-7f99-47d8-8211-960daed9cc8d;❇️ Bundle one-time service charges with recurring membership payments;https://elation.my.salesforce.com/a3u6O0000011M0H;feature;Backlog;smokeLight
17973934;d4be78a8-415d-41c3-af93-e3b47652a5e7;❇️ Membership discounts;https://elation.my.salesforce.com/a3u6O0000011M2T;feature;Backlog;smokeLight
17973935;ffce3b6d-37f9-4940-90fe-f9a2fd32d140;❇️ Elation Go - Crop Images;https://elation.my.salesforce.com/a3u6O0000011M1Z;feature;Backlog;smokeLight
17973936;26b2a4e3-b11f-4fca-a635-89d57170e7c7;❇️ Elation Go - eRx;https://elation.my.salesforce.com/a3u6O0000011M1a;feature;Backlog;smokeLight
17973937;588f466c-2d28-4b19-a725-a658eaff2424;❇️ Elation Go - Manage Visit Note;https://elation.my.salesforce.com/a3u6O0000011M1b;feature;Backlog;smokeLight
17973938;6e561d0e-9b0e-4020-b907-5dbfdcce8e30;❇️ Elation Go - PCP Calendar;https://elation.my.salesforce.com/a3u6O0000011M1c;feature;Backlog;smokeLight
17973939;468e0f0c-bc68-4ece-a87e-e8980a8c9e9d;❇️ Elation Go - Place Orders;https://elation.my.salesforce.com/a3u6O0000011M1d;feature;Backlog;smokeLight
17973940;12cf156d-6bde-43de-8c85-3806bdf870c7;❇️ Elation Go - View Reports/Results;https://elation.my.salesforce.com/a3u6O0000011M1e;feature;Backlog;smokeLight
17973941;3cccc6cd-5cd8-44a1-8bcf-6fc35e04aa80;❇️ Improved iPad support;https://elation.my.salesforce.com/a3u6O0000011M27;feature;Backlog;smokeLight
17973946;2782cc45-211c-4116-a3ba-39e01e6b6035;❇️ Custom pre-made office message responses;https://elation.my.salesforce.com/a3u6O0000011M0s;feature;Backlog;smokeLight
17973947;7aa8a644-6b38-4d6c-b516-3d4d1ea16607;❇️ Scheduled office message delivery;https://elation.my.salesforce.com/a3u6O0000011M3d;feature;Backlog;smokeLight
17973948;6b0ed896-3909-41c4-b73d-3e39f6ad7ac6;❇️ Display office message to active users only;https://elation.my.salesforce.com/a3u6O0000011M1P;feature;Backlog;smokeLight
17973949;091d7065-9bee-4741-a4bd-9638a8c38e01;❇️ Delegated office message sign off;https://elation.my.salesforce.com/a3u6O0000011M0C;feature;Backlog;smokeLight
17973950;c4bbe9c7-6de4-4a70-9c9d-6f30e904c3a1;❇️ View patient's PCP in office message;https://elation.my.salesforce.com/a3u6O0000011M4e;feature;Backlog;smokeLight
17973951;ca195567-9744-4da5-84c8-4b6fbea03f61;❇️ Confidential office messages;https://elation.my.salesforce.com/a3u6O0000011M0b;feature;Backlog;smokeLight
17973952;ef5d5cfa-0026-4af5-81f0-295e3c71afee;❇️ Add CPT codes to order forms;https://elation.my.salesforce.com/a3u6O0000011Lzf;feature;Backlog;smokeLight
17973953;75c47dc4-f12c-4170-bbd3-c67b3c5c9fac;❇️ Automatic bill type selection based on employer or insurance;https://elation.my.salesforce.com/a3u6O0000011M02;feature;Backlog;smokeLight
17973954;190d13ca-4477-41ac-82c2-85c307180cc6;❇️ Changing Stat status after order creation;https://elation.my.salesforce.com/a3u6O0000011M0P;feature;Backlog;smokeLight
17973955;6da54e61-0ddd-440d-8e95-a6fdfaac2e5f;❇️ Display lab pricing in lab order form;https://elation.my.salesforce.com/a3u6O0000011M1O;feature;Backlog;smokeLight
17973956;64b22a95-0181-4864-a572-989e7abd27ea;❇️ Link orders with Diagnoses;https://elation.my.salesforce.com/a3u6O0000011M2H;feature;Backlog;smokeLight
17973957;deac0fa3-ee08-4551-bc36-10d3c20531c6;❇️ Multiple lab order vendor recipients;https://elation.my.salesforce.com/a3u6O0000011M2d;feature;Backlog;smokeLight
17973958;1993105d-4d1b-4d2f-a6ec-9fe3c3c4fcab;❇️ Operationalize eOrder capabilities;https://elation.my.salesforce.com/a3u6O0000011M2l;feature;Backlog;smokeLight
17973959;75afdf27-e208-4116-81c7-322175719eaf;❇️ Practice location selection in lab order form;https://elation.my.salesforce.com/a3u6O0000011M2z;feature;Backlog;smokeLight
17973960;63d88543-4d40-4676-a4c4-833798e52aa4;❇️ Quest requisition splitting;https://elation.my.salesforce.com/a3u6O0000011M3F;feature;Backlog;smokeLight
17973961;914a1e99-9fa1-409c-b25e-c73155200d0a;❇️ Favorite lab tests;https://elation.my.salesforce.com/a3u6O0000011M1q;feature;Backlog;smokeLight
17973962;9210734c-2b12-4786-a28d-9cce99272934;❇️ Sign Lab Reports via API;https://elation.my.salesforce.com/a3u6O0000011M4C;feature;Backlog;smokeLight
17973963;aec7a178-103e-4b6b-9aa8-b14f4a3a8495;❇️ Bulk update of point-of-care labs;https://elation.my.salesforce.com/a3u6O0000011M0G;feature;Backlog;smokeLight
17973964;a73112a2-b30a-415c-be6e-c4e159102a78;❇️ Customize appearance of point-of-care labs;https://elation.my.salesforce.com/a3u6O0000011M19;feature;Backlog;smokeLight
17973965;8f99463b-674e-4b1d-b724-3d74fbf26349;❇️ Customize available point-of-care labs;https://elation.my.salesforce.com/a3u6O0000011M1B;feature;Backlog;smokeLight
17973966;7669bcde-f484-4ed1-9e3a-21e27557246b;❇️ Manage user-created lab tests;https://elation.my.salesforce.com/a3u6O0000011M2M;feature;Backlog;smokeLight
17973967;538c27ca-5b12-45db-a417-4e92858c4970;Close-the-Loop for all order types;"";feature;Done;green
17973968;7af1760f-739c-4486-a299-325fec006746;❇️ Close the loop: Referrals;https://elation.my.salesforce.com/a3u6O0000011M0W;feature;Backlog;smokeLight
17973969;a4691826-c31e-4d50-9000-0e6a36d21b67;❇️ Custom Report categories;https://elation.my.salesforce.com/a3u6O0000011M0t;feature;Backlog;smokeLight
17973970;c9772025-f280-42ec-b3ce-2113d9dffa5f;❇️ Lab Order API webhooks;https://elation.my.salesforce.com/a3u6O0000011M2G;feature;Backlog;smokeLight
17973971;a4d18b53-503e-42bd-987f-cdda318a4db7;❇️ Referral API webhooks;https://elation.my.salesforce.com/a3u6O0000011M3N;feature;Backlog;smokeLight
17973972;bba1b4d1-5540-4a9a-983c-02088d339c53;❇️ Show lab trends in print lab reports;https://elation.my.salesforce.com/a3u6O0000011M45;feature;Backlog;smokeLight
17973973;ccac4937-588b-4356-9245-d41fe0f28c42;❇️ Passport for Android;https://elation.my.salesforce.com/a3u6O0000011M2q;feature;Backlog;smokeLight
17973974;f6c54448-a5a7-4af7-9634-543e1ed4a290;❇️ Automatically invite patients to passport;https://elation.my.salesforce.com/a3u6O0000011M03;feature;Backlog;smokeLight
17973975;a51977b1-85b5-4778-82a3-2f2b692cc57f;❇️ Prevent responses to invite email for passport;https://elation.my.salesforce.com/a3u6O0000011M33;feature;Backlog;smokeLight
17973976;216996a1-d62e-4153-b4f1-54c67140461f;❇️ Multiple Passport accounts for a single chart;https://elation.my.salesforce.com/a3u6O0000011M2f;feature;Backlog;smokeLight
17973977;56076a70-5961-4a7d-91cd-506480e7941b;❇️ Automated out of office replies;https://elation.my.salesforce.com/a3u6O0000011M01;feature;Backlog;smokeLight
17973978;85ac4b7e-2f0a-4eb3-a37f-d618874a7b54;❇️ Customizable message character limits;https://elation.my.salesforce.com/a3u6O0000011M13;feature;Backlog;smokeLight
17973979;7260d5a1-f8e6-42f7-a5cb-e0b4887c45fb;❇️ Customizable passport invite letter;https://elation.my.salesforce.com/a3u6O0000011M16;feature;Backlog;smokeLight
17973980;3ed845b7-962a-4f1b-bf29-7d209425d499;❇️ Customize passport disclaimer message;https://elation.my.salesforce.com/a3u6O0000011M1E;feature;Backlog;smokeLight
17973981;9c99ad82-c5ce-4da5-ab72-2bfffb0e53b0;❇️ Time-based message routing;https://elation.my.salesforce.com/a3u6O0000011M4U;feature;Backlog;smokeLight
17973982;58bfe0ab-f1de-4d6d-862f-999d4bd2f900;❇️ Differentiate messages from the provider and general messages to all patients;https://elation.my.salesforce.com/a3u6O0000011M1N;feature;Backlog;smokeLight
17973983;59f7fb7c-0304-4e8a-bd93-b7aa3babea07;❇️ Add attachments to passport threads;https://elation.my.salesforce.com/a3u6O0000011Lze;feature;Backlog;smokeLight
17973984;eb6390c0-7acd-4903-8cff-a3fb311c7ed8;❇️ Custom message categories;https://elation.my.salesforce.com/a3u6O0000011M0q;feature;Backlog;smokeLight
17973985;c7d33789-1ca7-4a3b-930d-b65427d4638d;❇️ More prominent reply button;https://elation.my.salesforce.com/a3u6O0000011M2Z;feature;Backlog;smokeLight
17973986;7efbcbcb-b87a-442d-a12a-d04a614787da;❇️ Access medical history and communications in your preferred language;https://elation.my.salesforce.com/a3u6O0000011LzZ;feature;Backlog;smokeLight
17973987;49ae7354-7c9d-44eb-aad4-91617c6e7752;❇️ Notification when scripts are sent to pharmacy;https://elation.my.salesforce.com/a3u6O0000011M2j;feature;Backlog;smokeLight
17973988;b546e1b1-9cd3-47b1-823f-10ae96813f93;❇️ Cancel appointment from passport;https://elation.my.salesforce.com/a3u6O0000011M0K;feature;Backlog;smokeLight
17973989;d37e72c6-91fb-46ef-b16e-89fe271f4fee;❇️ View full appointment history;https://elation.my.salesforce.com/a3u6O0000011M4d;feature;Backlog;smokeLight
17973990;5e39897a-8344-4af6-a49a-cfb74b0736cf;❇️ Ability to print immunization history;https://elation.my.salesforce.com/a3u6O0000011LzW;feature;Backlog;smokeLight
17973991;c14df3bb-c67b-43e0-9e2f-c336022875a0;❇️ Configure what information is shared with the patient;https://elation.my.salesforce.com/a3u6O0000011M0d;feature;Backlog;smokeLight
17973992;0046aad3-f700-48cd-8e3f-83a1c025582b;❇️ Set practice location displayed in Passport;https://elation.my.salesforce.com/a3u6O0000011M40;feature;Backlog;smokeLight
17973993;fcf2c93b-9406-4729-a639-e61f36009bb3;❇️ Filter patient list by insurance carrier;https://elation.my.salesforce.com/a3u6O0000011M1u;feature;Backlog;smokeLight
17973994;84139f34-205f-4d6f-9c7b-05afea52cd2e;❇️ Specify delivery time of future-dated patient message;https://elation.my.salesforce.com/a3u6O0000011M4F;feature;Backlog;smokeLight
17973995;e08d514b-b144-4f8c-9cd8-46424b94c618;❇️ Communicate with a patient via SMS;https://elation.my.salesforce.com/a3u6O0000011M0Z;feature;Backlog;smokeLight
17973996;2ca029d9-27cf-4dcf-9226-1b1d04f15acf;❇️ Send and receive passport messages via API;https://elation.my.salesforce.com/a3u6O0000011M3t;feature;Backlog;smokeLight
17973997;912e45c1-f652-4c80-890f-3144dea836e2;❇️ Show newest replies at the top;https://elation.my.salesforce.com/a3u6O0000011M48;feature;Backlog;smokeLight
17973998;ce8ab6f6-8e03-4861-93f2-4feefa027f2d;❇️ Track sent messages;https://elation.my.salesforce.com/a3u6O0000011M4V;feature;Backlog;smokeLight
17974000;b629fd7b-ef7a-4203-9ba1-798477246866;❇️ Mark patient inactive/deceased;https://elation.my.salesforce.com/a3u6O0000011M2N;feature;Backlog;smokeLight
17974001;b12feeda-1327-4065-9e13-1e4a68c725f6;❇️ Alert if a chart exists with the same name;https://elation.my.salesforce.com/a3u6O0000011Lzo;feature;Backlog;smokeLight
17974002;a680bfdf-2f7f-4ef5-aa43-4128cadae086;❇️ Required fields for chart creation;https://elation.my.salesforce.com/a3u6O0000011M3T;feature;Backlog;smokeLight
17974003;92587cfa-bfac-4ece-9b50-b927ef4ecea0;❇️ Link related charts (ex: family members);https://elation.my.salesforce.com/a3u6O0000011M2I;feature;Backlog;smokeLight
17974004;5c9ce3c4-2ff9-41fd-8e85-fcad516eb482;❇️ Insurance Eligibility Verfication;https://elation.my.salesforce.com/a3u6O0000011M2C;feature;Backlog;smokeLight
17974005;3559c5f6-70d7-4efc-a80d-35050b9ebd46;❇️ Swap primary and secondary insurance information;https://elation.my.salesforce.com/a3u6O0000011M4P;feature;Backlog;smokeLight
17974006;aa8d98ad-129b-4de2-9efa-ddbdbcc87359;❇️ Color code tags;https://elation.my.salesforce.com/a3u6O0000011M0Y;feature;Backlog;smokeLight
17974007;a8ab6c23-8811-4be7-ab3c-8848a3c08639;❇️ Mass delete patient tags;https://elation.my.salesforce.com/a3u6O0000011M2O;feature;Backlog;smokeLight
17974008;dfd3acdf-8dce-436e-8ca1-e4ce3c5632ff;❇️ Show legal name and full name in search results;https://elation.my.salesforce.com/a3u6O0000011M46;feature;Backlog;smokeLight
17974009;6536cfdd-eea3-40ab-8a0b-1b6bdfbe3bae;❇️ Show legal name and full name throughout the app;https://elation.my.salesforce.com/a3u6O0000011M47;feature;Backlog;smokeLight
17974010;57aae588-4fa8-48c8-8f52-2756f124628b;❇️ Determine which demographics are shared with Rx requests, referrals, etc.;https://elation.my.salesforce.com/a3u6O0000011M1J;feature;Backlog;smokeLight
17974011;b7a237cd-a33e-4a0a-9c87-c8356e8bd09a;❇️ Ability to select 'Not Selected' if a choice is made by mistake;https://elation.my.salesforce.com/a3u6O0000011LzY;feature;Backlog;smokeLight
17974012;a3995945-178a-41fc-b7e5-1ac52e8bb6d0;❇️ Lock demographics unless edit option is selected;https://elation.my.salesforce.com/a3u6O0000011M2L;feature;Backlog;smokeLight
17974013;1539c28d-7abd-4f43-a2cb-87485f3deaf4;❇️ Custom demographics fields;https://elation.my.salesforce.com/a3u6O0000011M0l;feature;Backlog;smokeLight
17974014;87023a0a-d7a5-4d97-b522-9a4318002f1b;❇️ Determine which Clinical Profile fields lock when scrolling;https://elation.my.salesforce.com/a3u6O0000011M1I;feature;Backlog;smokeLight
17974015;ee8f0114-1d52-44af-8d86-c138a43bd524;❇️ Lock demographics card at top of Clinical Profile (when scrolling);https://elation.my.salesforce.com/a3u6O0000011M2K;feature;Backlog;smokeLight
17974016;1c4e2428-c9de-47db-a0a2-2740537ac785;❇️ Patient can update demographics, insurance information, and medical history via Passport;https://elation.lightning.force.com/lightning/r/Feature_Request__c/a3u6O0000011M2sQAE/view;feature;Backlog;smokeLight
17974017;b79bd686-2283-40c5-928d-200df5eacd7a;❇️ Print patient labels;https://elation.my.salesforce.com/a3u6O0000011M37;feature;Backlog;smokeLight
17974018;352ed1ae-989f-4d80-9c3f-3205215ce494;❇️ See if patient has consented to receiving messages;https://elation.my.salesforce.com/a3u6O0000011M3n;feature;Backlog;smokeLight
17974019;f507322d-e9c0-40da-be3b-d6d018b8af2c;❇️ Tertiary Insurance;https://elation.my.salesforce.com/a3u6O0000011M4R;feature;Backlog;smokeLight
17974021;c4ddee6c-de2d-416d-8bdf-666c163f2030;❇️ Additional payment processing integrations;https://elation.my.salesforce.com/a3u6O0000011Lzl;feature;Backlog;smokeLight
17974022;cb7cd56a-d741-4d20-9bc9-64a8742d407d;❇️ Connect to various digital wallets;https://elation.my.salesforce.com/a3u6O0000011M0f;feature;Backlog;smokeLight
17974023;f355476e-3782-4a94-a9f9-a460df0777b1;"❇️ Customizable ""Payment Reason"" dropdown options";https://elation.my.salesforce.com/a3u6O0000011M0w;feature;Backlog;smokeLight
17974024;09d07096-10a6-44e3-92fb-5410c43f053f;❇️ Customizable patient payment reasons;https://elation.my.salesforce.com/a3u6O0000011M17;feature;Backlog;smokeLight
17974025;894d52af-eec9-413c-9a4f-1c6bce0e3071;❇️ Physical card reader;https://elation.my.salesforce.com/a3u6O0000011M2y;feature;Backlog;smokeLight
17974026;ea086ac4-91ce-4bc1-82e5-77dfceead5ad;"❇️ Configure whether ""Not sure / I don't know"" option appears";https://elation.my.salesforce.com/a3u6O0000011M0e;feature;Backlog;smokeLight
17974027;1cb6ddae-ea86-4b45-a506-df087be89950;❇️ Customizable multiple choice questions;https://elation.lightning.force.com/lightning/r/Feature_Request__c/a3u6O0000011M15QAE/view;feature;Backlog;smokeLight
17974029;64caccf0-437f-4c60-815c-31ca09acda60;❇️ Export forms responses to clinical fields;"<https://elation.my.salesforce.com/a3u6O0000011M1m>

<p></p>

<p></p>
";feature;Backlog;smokeLight
17974030;23e3c217-74b4-44d0-b139-4bf1418e0b06;❇️ Export forms responses to demographics fields;https://elation.my.salesforce.com/a3u6O0000011M1n;feature;Backlog;smokeLight
17974031;542f32e2-ecb9-49eb-96c6-128f98d6d6c7;❇️ Send forms without an appointment;https://elation.my.salesforce.com/a3u6O0000011M3u;feature;Backlog;smokeLight
17974032;bf679a0b-6c49-4351-bc93-f5f089768aef;❇️ Customizable Appointment Statuses;https://elation.my.salesforce.com/a3u6O0000011M0y;feature;Backlog;smokeLight
17974033;39af8c97-5923-4a4e-97f9-cbbf70f7565f;❇️ Display submission date on printed form;https://elation.my.salesforce.com/a3u6O0000011M1Q;feature;Backlog;smokeLight
17974034;a83884f1-fdbf-41d2-8f7b-f2f07a636742;user can categorize patient invoices/receipts;"<p></p>

Allow users to categorize patient invoices, for examples by source:

- HSA

- FSA

- Insurance Reimbursment


<p></p>

Since a payment can cover multiple scenarios, would have to allow multi\-selct

<p></p>
";feature;Backlog;smokeLight
17974035;7813d9cc-4d90-4d4a-b953-451d7c625761;❇️ Custom patient risk algorithms;https://elation.my.salesforce.com/a3u6O0000011M0r;feature;Backlog;smokeLight
17974036;89a8d6c7-b5a6-4db9-8363-b76547d5ece1;❇️ Send survey to patients after visits;https://elation.my.salesforce.com/a3u6O0000011M3w;feature;Backlog;smokeLight
17974037;3145e3c3-c663-4a81-8ba9-89e6c8206e04;"❇️ Auto-update Appointment Status to ""Billed"" once a bill has been sent to PMS";https://elation.my.salesforce.com/a3u6O0000011M00;feature;Backlog;smokeLight
17974038;b07fa9af-04bc-4b86-a7cc-4a3600124ab7;❇️ Send amended bills to the PMS;https://elation.my.salesforce.com/a3u6O0000011M3s;feature;Backlog;smokeLight
17974039;c04e9163-c962-4e5b-93d2-794e0578b72e;❇️ Trigger a bill amendment workflow when a visit note is edited;https://elation.my.salesforce.com/a3u6O0000011M4W;feature;Backlog;smokeLight
17974041;638a9ca6-36ac-4d5b-91f7-d5253721e6e2;❇️ Bulk Rx templates;https://elation.my.salesforce.com/a3u6O0000011M0D;feature;Backlog;smokeLight
17974042;6c27d023-c179-469a-bb1c-58c7c8f11c35;❇️ Dynamic selection enhancements;https://elation.my.salesforce.com/a3u6O0000011M1W;feature;Backlog;smokeLight
17974043;be272cf3-4798-4e25-9b66-bf2e1e9681e4;❇️ Include more fields in Rx templates;https://elation.my.salesforce.com/a3u6O0000011M28;feature;Backlog;smokeLight
17974044;85dfeee7-0fc5-4a85-8f2e-a503ef9b5e08;❇️ Morphine Milligram Equivalent (MME) for opioids;https://elation.my.salesforce.com/a3u6O0000011M2b;feature;Backlog;smokeLight
17974045;0a1c0e9f-02cd-4ba8-b18e-9bff397277fa;❇️ Prescription Electronic Prior Authorization (ePA);https://elation.my.salesforce.com/a3u6O0000011M31;feature;Backlog;smokeLight
17974047;0cdda290-9828-4ed2-8045-11dae42135ee;❇️ Show diagnoses in Rx Form;https://elation.my.salesforce.com/a3u6O0000011M43;feature;Backlog;smokeLight
17974048;d0cdc774-31dd-45bf-91c2-dc8b767ddf48;❇️ Increase character count for user-created medications;https://elation.my.salesforce.com/a3u6O0000011M2A;feature;Backlog;smokeLight
17974049;a714a871-0104-4eba-896a-c380affbbbe0;❇️ More accurate medication list;https://elation.my.salesforce.com/a3u6O0000011M2W;feature;Backlog;smokeLight
17974050;cd9c0e5c-ce13-476f-83d3-4ff80a36511b;❇️ Do not create new charts if a refill request does not match an existing patient chart;https://elation.lightning.force.com/lightning/r/Feature_Request__c/a3u6O0000011M2oQAE/view;subfeature;Backlog;smokeLight
17974051;e1aa70d4-bdba-40e9-a7cb-471f90986ee6;❇️ Override compliance limits to EPCSing same medication in day;https://elation.my.salesforce.com/a3u6O0000011M2o;feature;Backlog;smokeLight
17974052;df3a9243-1aac-4f69-9f14-6c156e370d6c;❇️ State-specific EPCS support;https://elation.my.salesforce.com/a3u6O0000011M4H;feature;Backlog;smokeLight
17974053;c69d9d7c-96f1-4db4-8519-3f8a9d0f421e;❇️ Ability to reassign eRx refill requests;https://elation.my.salesforce.com/a3u6O0000011LzX;feature;Backlog;smokeLight
17974054;1035b61d-70fc-4f84-998a-c28d11a8d2b7;❇️ eRx Refill request enhancements;https://elation.my.salesforce.com/a3u6O0000011M1k;feature;Backlog;smokeLight
17974055;37ae05b2-4650-420d-88fb-0181d348c976;Multi-state eRx: GA release;"<https://elation.lightning.force.com/lightning/r/Feature_Request__c/a3u6O0000011M2cQAE/view>

<p></p>

<https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2035220650/Multi-State+ePrescribing+beta#Beta-issues>
";subfeature;Backlog;smokeLight
17974056;98734f62-c6c3-4279-ac33-fb699bc22806;❇️ NDC selection in eRx;https://elation.my.salesforce.com/a3u6O0000011M2g;feature;Backlog;smokeLight
17974057;189d3923-fb1a-45f5-b6ac-152c0348323b;❇️ Support for multiple SPIs per provider;https://elation.my.salesforce.com/a3u6O0000011M4L;feature;Backlog;smokeLight
17974058;8fd8a919-a310-4b8a-afbb-7abbed8ad2ed;❇️ Show refill request changes in med history;https://elation.my.salesforce.com/a3u6O0000011M49;feature;Backlog;smokeLight
17974060;47d69823-4599-4603-9913-aa898f985773;❇️ Preferred Referral Network;https://elation.my.salesforce.com/a3u6O0000011M30;feature;Backlog;smokeLight
17974061;84ede54f-5394-49da-93bf-d0cba318e832;❇️ See list of patients referred to provider;https://elation.my.salesforce.com/a3u6O0000011M3p;feature;Backlog;smokeLight
17974062;452fb2fc-2729-4805-8ad3-606275ca6c08;❇️ See list of providers patients have been referred to;https://elation.my.salesforce.com/a3u6O0000011M3r;feature;Backlog;smokeLight
17974063;2c11bede-d4f2-4914-91a3-c6c2b8b89fc1;❇️ Attach insurance card to letters;https://elation.my.salesforce.com/a3u6O0000011Lzy;feature;Backlog;smokeLight
17974064;7ba74eff-0c49-48b4-897d-fd498fd2d921;❇️ Automatically send letter with patient chart update after appointment;https://elation.my.salesforce.com/a3u6O0000011M04;feature;Backlog;smokeLight
17974065;d056089e-7376-4b1f-b2fc-f497f6265538;❇️ Multiple letter recipients;https://elation.my.salesforce.com/a3u6O0000011M2e;feature;Backlog;smokeLight
17974066;a55d2b23-4478-48a4-b535-2b28c27758c3;❇️ See list of common patients with providers in EPN;https://elation.my.salesforce.com/a3u6O0000011M3o;feature;Backlog;smokeLight
17974067;9f54b14f-45fd-4416-8cc3-62de11d72b99;❇️ See list of providers manually added to EPN;https://elation.my.salesforce.com/a3u6O0000011M3q;feature;Backlog;smokeLight
17974068;d92ffb26-f00c-4012-867f-5fe40cde0377;❇️ Customizable membership management reporting;https://elation.my.salesforce.com/a3u6O0000011M12;feature;Backlog;smokeLight
17974069;31e6973c-1ec8-47c0-9d25-034c43e76133;❇️ Breakdown of payout per week;https://elation.my.salesforce.com/a3u6O0000011M0A;feature;Backlog;smokeLight
17974070;7455d3e7-dd26-44dd-acca-ef3086f31128;❇️ Search for payments by date paid;https://elation.my.salesforce.com/a3u6O0000011M3k;feature;Backlog;smokeLight
17974071;da01f048-ba06-42f4-9107-f9155eea2c7a;❇️ Patient Demographics in Appointment Report;https://elation.my.salesforce.com/a3u6O0000011M2t;feature;Backlog;smokeLight
17974072;f120a20c-2b35-4ccc-8137-05e6136793e6;❇️ Additional Patient List filters;https://elation.my.salesforce.com/a3u6O0000011Lzk;feature;Backlog;smokeLight
17974073;3ecd6e5e-8580-4f54-932d-0d949a589dd7;❇️ Parenthetical logic Patient List filters;https://elation.my.salesforce.com/a3u6O0000011M2p;feature;Backlog;smokeLight
17974074;078ee280-37b4-4132-84eb-b6570c541a2e;❇️ Additional Patient List columns;https://elation.my.salesforce.com/a3u6O0000011Lzj;feature;Backlog;smokeLight
17974081;1740d7d6-62d8-4906-b694-9fc94356eb4d;❇️ Allow cancellation emails to be sent to more than one user;https://elation.my.salesforce.com/a3u6O0000011Lzq;feature;Backlog;smokeLight
17974083;c3a27d5a-b6f3-4d8e-b44f-d2124db7298e;❇️ Customizable frequency and timing of Appointment Reminders;https://elation.my.salesforce.com/a3u6O0000011M10;feature;Backlog;smokeLight
17974084;8a5bd553-2bab-4880-bc2a-3ad364d3713d;❇️ Customizable frequency and timing of Appointment Reminders;https://elation.my.salesforce.com/a3u6O0000011M10;feature;Backlog;smokeLight
17974085;a50bb709-6ee7-4d9f-bc3a-657fbe0773fc;❇️ Customizable messages in Appointment Reminders;https://elation.my.salesforce.com/a3u6O0000011M14;feature;Backlog;smokeLight
17974086;ca5cf857-0b40-4c20-b8f2-9f8db06b702c;❇️ Customize automated communications sent to patient;https://elation.my.salesforce.com/a3u6O0000011M1A;feature;Backlog;smokeLight
17974087;57b42f7c-c1ab-425d-b596-0a30091c9668;❇️ Determine which reminders include cancellation options;https://elation.my.salesforce.com/a3u6O0000011M1K;feature;Backlog;smokeLight
17974088;634a0a14-6626-4d27-b12e-9134c56e39ea;❇️ Printable appointment reminders;https://elation.my.salesforce.com/a3u6O0000011M38;feature;Backlog;smokeLight
17974089;4dabe3cf-a631-47ea-b1e1-167425d598c8;❇️ Visit Instructions templates;https://elation.my.salesforce.com/a3u6O0000011M4g;feature;Backlog;smokeLight
17974090;b585ea13-80fc-44ae-8f23-b1b8c6bffe0f;❇️ Customizable Recurring Appointments / Events (every __ weeks);https://elation.my.salesforce.com/a3u6O0000011M18;feature;Backlog;smokeLight
